"ID","TraiL_ID","申し込み完了日","ステータス","代理店ID","代理店顧客ID","端末配送希望日","所属会社","出荷日"
"188810491","as00000000102271","2025-02-16利用開始","利用開始","HHrixb0360","FC1005","2025-02-18","フルコミニケーション","2025-02-17"
